ID,Scanner,Layer,Raw_material,Class,Blank,Technology,Cortex,Preservation,Volume,Surface,Length,Width,Thickness,Core_classification
CTC_52,Artec.Spider,gic,Fine-grained chert,Tool,Flake,Optimal,0%,Complete,1484.35,966.75,25.79999924,19.20000076,9,NA
CTC_53,Artec.Spider,gic,Coarse-grained chert,Tool,Flake,Maintenance,0%,Complete,9285.22,3232.63,45.79999924,33,18,NA
CTC_54,Artec.Spider,gic,Fine-grained chert,Tool,Flake,Optimal,0%,Distal,3460.93,1935.14,36.59999847,28.29999924,8.5,NA
CTC_55,Artec.Spider,gic,Quartzite,Tool,Flake,Optimal,0%,Complete,3153.69,1743.92,41.40000153,21,7.599999905,NA
CTC_56,Artec.Spider,gic,Fine-grained chert,Tool,Flake,Optimal,0%,Distal,2902.07,1629.23,33.09999847,25.20000076,8.199999809,NA
CTC_57,Artec.Spider,rsa',Fine-grained chert,Tool,Blade,Optimal,0%,Distal,962.74,1016.15,30.39999962,17.39999962,4.199999809,NA
CTC_58,Artec.Spider,rsa',Fine-grained chert,Tool,Blade,Maintenance,1-33%,Distal,3998.59,2471.28,47.29999924,24.29999924,5.900000095,NA
CTC_59,Artec.Spider,rsa',Fine-grained chert,Core-Tool,Flake,Optimal,0%,Complete,6535.8,2124.25,30.20000076,35,18.70000076,Carinated
CTC_6,Artec.Spider,rsa',Fine-grained chert,Core,Other,Other,0%,NA,5449.3,2048.64,37.90000153,28.39999962,20.60000038,Semi-circumferential
CTC_60,Artec.Spider,rsa',Fine-grained chert,Core,Undetermined,Other,0%,NA,4788.02,1792.69,21.39999962,31.29999924,16.39999962,Semi-circumferential
CTC_61,Artec.Spider,rsa',Fine-grained chert,Core-Tool,Flake,Maintenance,0%,Undetermined,14613.78,4113.53,38.40000153,45.59999847,21.20000076,Carinated
CTC_62,Artec.Spider,rsa',Fine-grained chert,Core-Tool,Flake,Maintenance,0%,Complete,6839.12,2640,49.59999847,24.89999962,17.79999924,Carinated
CTC_63,Artec.Spider,rsa',Fine-grained chert,Core-Tool,Blade,Initialization,66-99%,Complete,10356.28,3639.48,60.90000153,26.10000038,12.60000038,Carinated
CTC_630,Artec.Spider,rsa',Fine-grained chert,Blank,Blade,Optimal,0%,Complete,2312.96,1977.46,60.90000153,18,4.699999809,NA
CTC_631,Artec.Spider,rsa',Fine-grained chert,Blank,Blade,Maintenance,1-33%,Complete,2604.92,1872.68,65,16.29999924,7.599999905,NA
CTC_632,Artec.Spider,rsa',Fine-grained chert,Blank,Blade,Optimal,0%,Complete,2383.08,1881.93,56,22.39999962,5.800000191,NA
CTC_633,Artec.Spider,rsa',Quartzite,Blank,Blade,Optimal,0%,Complete,2202.1,1547.23,50.79999924,17.29999924,7.5,NA
CTC_634,Artec.Spider,rsa',Fine-grained chert,Blank,Blade,Optimal,0%,Complete,3267.39,2124.08,57.5,20.20000076,8.399999619,NA
CTC_635,Artec.Spider,rsa',Fine-grained chert,Blank,Blade,Maintenance,1-33%,Complete,1633.33,1442.68,49.20000076,14.69999981,6,NA
CTC_636,Artec.Spider,rsa',Fine-grained chert,Blank,Blade,Maintenance,0%,Complete,928.86,1241.16,39.59999847,18,3.599999905,NA
CTC_637,Artec.Spider,rsa',Fine-grained chert,Blank,Blade,Maintenance,0%,Complete,895.38,1048.79,43.5,18.39999962,3.799999952,NA
CTC_638,Artec.Spider,rsa',Fine-grained chert,Blank,Blade,Optimal,0%,Complete,1001.04,1040.67,44.09999847,12.30000019,4.300000191,NA
CTC_639,Artec.Spider,rsa',Fine-grained chert,Blank,Blade,Optimal,0%,Complete,1069.57,1127.97,46,12.60000038,4.5,NA
CTC_64,Artec.Spider,rsa',Fine-grained chert,Tool,Blade,Maintenance,0%,Mesial,6319.98,2933.62,55.40000153,23.20000076,8.399999619,NA
CTC_640,Artec.Spider,rsa',Fine-grained chert,Blank,Blade,Maintenance,0%,Complete,1846.01,1319.15,43,16.5,7.300000191,NA
CTC_641,Artec.Spider,rsa',Fine-grained chert,Blank,Blade,Optimal,0%,Complete,1228.34,1337.33,43.40000153,18.29999924,3.400000095,NA
CTC_642,Artec.Spider,rsa',Fine-grained chert,Blank,Blade,Maintenance,0%,Complete,3104.88,2118.31,49.40000153,22.5,7.199999809,NA
CTC_643,Artec.Spider,rsa',Fine-grained chert,Blank,Blade,Maintenance,0%,Complete,714.54,845.34,32.20000076,13.39999962,4,NA
CTC_644,Artec.Spider,rsa',Fine-grained chert,Blank,Blade,Maintenance,1-33%,Complete,3251.45,1885.55,51.79999924,17.29999924,10.39999962,NA
CTC_645,Artec.Spider,rsa',Fine-grained chert,Blank,Blade,Initialization,100%,Complete,4466.11,2204.04,51.09999847,23.10000038,9.199999809,NA
CTC_646,Artec.Spider,rsa',Fine-grained chert,Blank,Blade,Initialization,66-99%,Complete,1995.37,1564.9,45.40000153,18.60000038,7.400000095,NA
CTC_647,Artec.Spider,gic,Fine-grained chert,Blank,Blade,Maintenance,33-66%,Complete,2197.68,1552.66,45.40000153,18.89999962,5.300000191,NA
CTC_648,Artec.Spider,rsa',Fine-grained chert,Blank,Blade,Maintenance,0%,Complete,1775.29,1214.65,42,13.69999981,7.599999905,NA
CTC_649,Artec.Spider,rsa',Fine-grained chert,Blank,Blade,Initialization,33-66%,Complete,3530.36,2065.27,50,22.39999962,7.800000191,NA
CTC_65,Artec.Spider,rsa',Fine-grained chert,Tool,Blade,Optimal,0%,Complete,2002.76,1913.72,57.70000076,19.39999962,4.599999905,NA
CTC_650,Artec.Spider,rsa',Fine-grained chert,Blank,Flake,Maintenance,1-33%,Complete,1141.57,997.42,36.09999847,19,6.599999905,NA
CTC_654,Artec.Spider,rsa',Fine-grained chert,Blank,Flake,Maintenance,33-66%,Complete,12902.64,4165.23,63.20000076,33,20,NA
CTC_655,Artec.Spider,rsa',Fine-grained chert,Blank,Flake,Initialization,66-99%,Complete,11951.56,3960.93,58.29999924,38,13.60000038,NA
CTC_656,Artec.Spider,rsa',Fine-grained chert,Blank,Flake,Semi-cortical,33-66%,Complete,25483.08,7065.48,50.40000153,74.30000305,17.70000076,NA
CTC_657,Artec.Spider,rsa',Fine-grained chert,Blank,Flake,Maintenance,0%,Complete,4846.48,2239.72,52.40000153,28.5,10.19999981,NA
CTC_658,Artec.Spider,rsa',Coarse-grained chert,Blank,Flake,Maintenance,0%,Complete,9671.15,3686.26,36.40000153,46.5,11.30000019,NA
CTC_659,Artec.Spider,rsa',Fine-grained chert,Blank,Flake,Maintenance,0%,Complete,2421.33,1605.54,36,19.20000076,8.399999619,NA
CTC_660,Artec.Spider,rsa',Fine-grained chert,Blank,Flake,Maintenance,0%,Complete,1593.57,1276.99,39.5,20.20000076,6.199999809,NA
CTC_662,Artec.Spider,rsa',Fine-grained chert,Blank,Flake,Maintenance,0%,Complete,1128.49,1103.81,36.59999847,18.20000076,3.599999905,NA
CTC_664,Artec.Spider,rsa',Fine-grained chert,Core,Flake,Initialization,66-99%,Complete,1545.92,1117.78,28.79999924,21,8.399999619,Bipolar
CTC_666,Artec.Spider,rsa',Fine-grained chert,Blank,Flake,Maintenance,1-33%,Complete,1039.22,960.58,31.79999924,18.39999962,5.900000095,NA
CTC_668,Artec.Spider,rsa',Fine-grained chert,Blank,Flake,Maintenance,0%,Complete,1301.04,1023.8,28.79999924,17.10000038,7.5,NA
CTC_670,Artec.Spider,rsa',Fine-grained chert,Blank,Flake,Maintenance,0%,Complete,952.77,1109.97,37.20000076,20.29999924,4.800000191,NA
CTC_672,Artec.Spider,rsa',Fine-grained chert,Blank,Flake,Maintenance,0%,Complete,862.63,834.87,29,17,5.199999809,NA
CTC_678,Artec.Spider,rsa',Fine-grained chert,Blank,Blade,Maintenance,1-33%,Distal,1237.13,904.73,NA,13.5,6.900000095,NA
CTC_679,Artec.Spider,rsa',Fine-grained chert,Blank,Flake,Maintenance,0%,Distal,1294.83,1008.88,32,14.30000019,6.900000095,NA
CTC_681,Artec.Spider,rsa',Fine-grained chert,Core,Other,Other,0%,NA,1300.22,833.7,27.5,11.89999962,11.60000038,Bipolar
CTC_682,Artec.Spider,rsa',Quartzite,Blank,Flake,Maintenance,0%,Complete,12982.65,4477.52,67.30000305,36.29999924,14.89999962,NA
CTC_683,Artec.Spider,rsa',Fine-grained chert,Core-Tool,Flake,Semi-cortical,1-33%,NA,6782.9,2712.03,43.09999847,17.89999962,27.79999924,Burin core
CTC_684,Artec.Spider,rsa',Fine-grained chert,Core,Blade,Initialization,66-99%,Complete,48320.9,10684.51,110,34.40000153,33.29999924,Initial narrow-sided
CTC_685,Artec.Spider,rsa',Fine-grained chert,Blank,Flake,Semi-cortical,33-66%,Complete,35175.73,8299.42,71.59999847,55.40000153,14.80000019,NA
CTC_686,Artec.Spider,rsa',Fine-grained chert,Blank,Flake,Maintenance,1-33%,Complete,4409.61,2332.26,37.90000153,32.59999847,10.10000038,NA
CTC_687,Artec.Spider,rsa',Fine-grained chert,Core,Flake,Optimal,0%,Complete,3517.28,1633.06,36.79999924,13.30000019,17.60000038,Bipolar
CTC_689,Artec.Spider,rsa',Fine-grained chert,Core,Flake,Semi-cortical,33-66%,NA,4427.51,1957.88,38.90000153,17.70000076,27.29999924,Initial narrow-sided
CTC_69,Artec.Spider,rsa',Fine-grained chert,Tool,Flake,Semi-cortical,33-66%,Complete,7396.88,3023.32,42,45.40000153,12.39999962,NA
CTC_690,Artec.Spider,rsa',Fine-grained chert,Core,Flake,Semi-cortical,33-66%,NA,2543.36,1367.5,36.5,9.699999809,15,Bipolar
CTC_691,Artec.Spider,rsa',Fine-grained chert,Blank,Flake,Optimal,0%,Complete,3528.04,2779.75,58.90000153,33.09999847,5,NA
CTC_694,Artec.Spider,rsa',Fine-grained chert,Core,Flake,Optimal,0%,Complete,4607.65,1858.91,32.40000153,30,14.10000038,Bipolar
CTC_695,Artec.Spider,rsa',Fine-grained chert,Core,Other,Other,0%,NA,3731.33,1744.12,36.79999924,22,9.699999809,Bipolar
CTC_696,Artec.Spider,rsa',Fine-grained chert,Core,Flake,Optimal,0%,NA,2607.59,1213.19,27.79999924,24.79999924,11,Bipolar
CTC_697,Artec.Spider,rsa',Fine-grained chert,Core,Flake,Undetermined,0%,NA,1327.15,904.44,20.60000038,24.10000038,8.800000191,Bipolar
CTC_698,Artec.Spider,rsa',Fine-grained chert,Core,Other,Other,0%,NA,3456.16,1588.4,35.09999847,24.29999924,10.30000019,Wide-faced flat
CTC_699,Artec.Spider,gic,Fine-grained chert,Core,Other,Other,0%,NA,3738.09,1565.13,24.39999962,28.39999962,13,Bipolar
CTC_7,Artec.Spider,rsa',Fine-grained chert,Core,Other,Other,1-33%,NA,5154.46,1856.56,29.79999924,26.70000076,16,Semi-circumferential
CTC_700,Artec.Spider,rsa',Fine-grained chert,Core,Other,Other,0%,NA,11420.69,3291.23,34.20000076,37,15.80000019,Tested raw material
CTC_701,Artec.Spider,rsa',Fine-grained chert,Blank,Flake,Initialization,100%,Complete,22498.98,6851.38,65.5,49,15.69999981,NA
CTC_702,Artec.Spider,rsa',Fine-grained chert,Blank,Flake,Maintenance,0%,Complete,3489.81,2201.78,42.70000076,33.29999924,11.69999981,NA
CTC_703,Artec.Spider,rsa',Fine-grained chert,Blank,Flake,Maintenance,0%,Complete,3438.72,1994.55,34.79999924,33.29999924,7.199999809,NA
CTC_704,Artec.Spider,rsa',Fine-grained chert,Blank,Flake,Maintenance,0%,Complete,2304.18,1345.6,27,30.29999924,9.100000381,NA
CTC_710,Artec.Spider,rsa',Fine-grained chert,Blank,Flake,Maintenance,0%,Complete,3325.98,1805.77,43,29.20000076,12.69999981,NA
CTC_714,Artec.Spider,gic,Undetermined,Hammerstone,Other,Other,1,Complete,26864.88,5184.1,58,32,19.9,NA
CTC_715,Artec.Spider,rsa',Quartzite,Blank,Blade,Initialization,0%,Distal,4617.12,2258.11,53.29999924,18.29999924,15.69999981,NA
CTC_718,Artec.Spider,rsa',Fine-grained chert,Tool,Undetermined,Optimal,0%,Distal,604.46,610.43,21.79999924,14.89999962,3.700000048,NA
CTC_72,Artec.Spider,rsa',Fine-grained chert,Tool,Flake,Optimal,0%,Complete,3020.7,1928.75,36.09999847,37,8.199999809,NA
CTC_720,Artec.Spider,rsa',Fine-grained chert,Core,Other,Other,1-33%,NA,3500.99,1386.62,23.10000038,19.29999924,25,Semi-circumferential
CTC_722,Artec.Spider,rsa',Fine-grained chert,Blank,Blade,Initialization,0%,Complete,12789.92,4587.09,65.5,31.60000038,16.20000076,NA
CTC_725,Artec.Spider,rsa',Fine-grained chert,Blank,Flake,Maintenance,0%,Complete,617.62,935.93,29.79999924,23.60000038,3.299999952,NA
CTC_726,Artec.Spider,rsa',Fine-grained chert,Blank,Flake,Maintenance,0%,Complete,1440.89,1123.43,30.20000076,22,7.5,NA
CTC_732,Artec.Spider,rsa',Fine-grained chert,Blank,Flake,Maintenance,0%,Complete,416.01,492.66,23,14.19999981,3.599999905,NA
CTC_735,Artec.Spider,ars,Fine-grained chert,Tool,Flake,Undetermined,0%,Mesial,1915.93,1203.33,26.60000038,23.70000076,8,NA
CTC_736,Artec.Spider,rsa',Fine-grained chert,Tool,Blade,Semi-cortical,33-66%,Distal,1044.67,828.23,32.29999924,12.19999981,9,NA
CTC_742,Artec.Spider,gic,Fine-grained chert,Blank,Flake,Maintenance,0%,Complete,1140.22,1063.18,32.09999847,21,4.699999809,NA
CTC_744,Artec.Spider,gic,Fine-grained chert,Blank,Bladelet,Maintenance,0%,Complete,630.84,634.73,32.70000076,9.5,5.400000095,NA
CTC_745,Artec.Spider,gic,Fine-grained chert,Blank,Blade,Maintenance,0%,Mesial,2850.14,2052.69,54.79999924,20,7.300000191,NA
CTC_751,Artec.Spider,gic,Fine-grained chert,Blank,Flake,Semi-cortical,33-66%,Complete,46551.85,9488.25,73.59999847,58.70000076,29.60000038,NA
CTC_754,Artec.Spider,gic,Fine-grained chert,Blank,Bladelet,Maintenance,0%,Complete,417.38,487.48,26.20000076,9.5,6.099999905,NA
CTC_755,Artec.Spider,gic,Fine-grained chert,Tool,Blade,Optimal,0%,Mesial,2271.24,1522.77,NA,25.29999924,6.900000095,NA
CTC_759,Artec.Spider,gic,Fine-grained chert,Tool,Blade,Optimal,0%,Complete,2556.73,1834.29,55.40000153,18,6.5,NA
CTC_760,Artec.Micro,rsa',Fine-grained chert,Tool,Bladelet,Optimal,0%,Complete,102.53,207.84,16.10000038,7.5,2.200000048,NA
CTC_761,Artec.Spider,gic,Fine-grained chert,Tool,Blade,Optimal,0%,Complete,4803.03,2651.67,57,24,8.5,NA
CTC_763,Artec.Micro,ars,Fine-grained chert,Tool,Bladelet,Maintenance,1-33%,Distal,341.22,424.31,NA,11.5,4.300000191,NA
CTC_764,Artec.Micro,ars,Fine-grained chert,Tool,Bladelet,Optimal,0%,Complete,30.98,119.81,18.89999962,4,1,NA
CTC_765,Artec.Spider,gic,Fine-grained chert,Core,Other,Other,0%,NA,7763.32,3049.82,41.29999924,32.20000076,15.60000038,Bipolar
CTC_766,Artec.Spider,gic,Fine-grained chert,Core,Flake,Optimal,0%,NA,2561.76,1349.19,27,22.5,10.5,Bipolar
CTC_767,Artec.Spider,gic,Fine-grained chert,Core,Other,Other,1-33%,NA,1335.87,900.37,29.39999962,11.89999962,9.5,Bipolar
CTC_768,Artec.Spider,gic,Fine-grained chert,Core,Other,Other,0%,NA,2689.93,1287.52,29.60000038,23.29999924,11,Bipolar
CTC_769,Artec.Spider,gic,Limestone,Core,Other,Other,0%,NA,1221.6,809.35,30.60000038,11.60000038,7.199999809,Bipolar
CTC_77,Artec.Spider,rsa',Fine-grained chert,Tool,Flake,Maintenance,0%,Complete,2057.48,1302.73,32,20.29999924,8,NA
CTC_770,Artec.Spider,gic,Fine-grained chert,Core,Other,Other,0%,NA,1546.72,916.56,30.5,13.5,10.60000038,Bipolar
CTC_771,Artec.Spider,gic,Fine-grained chert,Core,Other,Other,0%,NA,2839.32,1275.56,26.5,17.10000038,16.39999962,Bipolar
CTC_772,Artec.Spider,gic,Fine-grained chert,Blank,Flake,Optimal,0%,Complete,1633.6,959.33,26.20000076,14.69999981,11.10000038,NA
CTC_773,Artec.Spider,gic,Fine-grained chert,Tool,Flake,Semi-cortical,1-33%,Complete,1216.39,815.99,23.70000076,18.5,6.699999809,NA
CTC_774,Artec.Spider,gic,Fine-grained chert,Core,Flake,Optimal,0%,Complete,1080.26,732.24,21.39999962,19.79999924,8.399999619,Bipolar
CTC_775,Artec.Spider,gic,Fine-grained chert,Core,Flake,Optimal,0%,NA,1596.95,979.48,22.5,19.29999924,9.800000191,Bipolar
CTC_776,Artec.Spider,rsa',Fine-grained chert,Core,Other,Other,0%,NA,1389.38,954.87,29.39999962,16,8.300000191,Bipolar
CTC_779,Artec.Spider,gic,Fine-grained chert,Core,Other,Other,1-33%,NA,10334.44,3108.95,35.40000153,36.5,15.30000019,Bipolar
CTC_78,Artec.Spider,rsa',Fine-grained chert,Core,Flake,Maintenance,0%,Complete,2099.5,1115.01,25.39999962,21.10000038,11.39999962,Bipolar
CTC_780,Artec.Spider,gic,Fine-grained chert,Core,Other,Other,0%,NA,5081.02,2241.83,48,17,23,Bipolar
CTC_782,Artec.Spider,ars,Fine-grained chert,Tool,Flake,Optimal,0%,Distal,1727.01,1216.07,36.20000076,20.39999962,9.100000381,NA
CTC_784,Artec.Spider,ars,Limestone,Core-Tool,Flake,Undetermined,0%,Undetermined,1424.42,1006.89,37.40000153,7.099999905,12.19999981,Burin core
CTC_785,Artec.Spider,gic,Quartzite,Core,Other,Other,0%,NA,12383.21,3976.27,38.29999924,49.5,18.5,Multidirectional
CTC_788,Artec.Spider,gic,Fine-grained chert,Core,Flake,Initialization,33-66%,NA,23261.54,5563.46,54.20000076,45.79999924,19.79999924,Multidirectional
CTC_789,Artec.Spider,gic,Fine-grained chert,Blank,Flake,Maintenance,0%,Proximal,2985.84,1440.92,18.29999924,31.79999924,9.300000191,NA
CTC_79,Artec.Spider,rsa',Fine-grained chert,Core,Other,Other,1-33%,NA,1133.75,696.33,23,13.80000019,8.600000381,Bipolar
CTC_790,Artec.Spider,rsa',Fine-grained chert,Blank,Flake,Maintenance,0%,Distal,1263.11,868.36,30.5,12,10.89999962,NA
CTC_791,Artec.Spider,gic,Radiolarite,Tool,Blade,Optimal,0%,Distal,2747.84,1591.66,30.79999924,22.70000076,8.399999619,NA
CTC_792,Artec.Spider,gic,Fine-grained chert,Tool,Blade,Optimal,0%,Complete,1828.83,1141.24,35.70000076,15.10000038,7.900000095,NA
CTC_793,Artec.Spider,gic,Fine-grained chert,Tool,Flake,Optimal,0%,Distal,3612.97,1717.13,NA,24.10000038,13,NA
CTC_794,Artec.Spider,gic,Fine-grained chert,Tool,Flake,Optimal,0%,Complete,2972.14,1453.79,25.70000076,23.5,11.89999962,NA
CTC_795,Artec.Spider,gic,Fine-grained chert,Tool,Flake,Initialization,66-99%,Complete,3044.37,1410.62,28,26.39999962,11.80000019,NA
CTC_796,Artec.Spider,gic,Fine-grained chert,Core-Tool,Flake,Maintenance,0%,Complete,3381,1652.19,29.60000038,27.10000038,9.899999619,Carinated
CTC_797,Artec.Spider,gic,Fine-grained chert,Tool,Blade,Maintenance,33-66%,Distal,3784.1,1839.37,38.70000076,22,11.39999962,NA
CTC_798,Artec.Spider,gic,Fine-grained chert,Tool,Flake,Semi-cortical,1-33%,Complete,6036.86,2205.09,33.70000076,24.60000038,14.19999981,NA
CTC_799,Artec.Spider,gic,Fine-grained chert,Core-Tool,Flake,Optimal,0%,Complete,1793.05,973.65,21.10000038,22.39999962,8.699999809,Carinated
CTC_8,Artec.Spider,rsa',Fine-grained chert,Core,Other,Other,0%,NA,3143.5,1433.66,17.5,25.79999924,20,Semi-circumferential
CTC_800,Artec.Spider,gic,Fine-grained chert,Core-Tool,Flake,Semi-cortical,33-66%,Complete,10267.41,3330.31,41.5,40.09999847,19.20000076,Carinated
CTC_801,Artec.Spider,gic,Fine-grained chert,Core-Tool,Flake,Maintenance,0%,Complete,7966.67,2624.11,19.5,29,19.5,Carinated
CTC_802,Artec.Spider,gic,Fine-grained chert,Core-Tool,Flake,Initialization,66-99%,Distal,12802.42,3631.72,44.09999847,37.5,20.60000038,Initial carinated
CTC_803,Artec.Spider,gic,Fine-grained chert,Core-Tool,Flake,Semi-cortical,1-33%,Complete,7159.61,2523.39,36.5,34.90000153,14.5,Carinated
